Date,Open,High,Low,Close,Adj Close,Volume
8/12/2010,1.186667,1.193333,1.159333,1.173333,1.173333,10365000
8/13/2010,1.212,1.23,1.177333,1.221333,1.221333,9510000
8/16/2010,1.23,1.253333,1.217333,1.252,1.252,7287000
8/17/2010,1.264,1.293333,1.252,1.276667,1.276667,6718500
8/18/2010,1.306,1.306,1.24,1.251333,1.251333,9019500
8/19/2010,1.236,1.283333,1.222,1.252667,1.252667,8686500
8/20/2010,1.243333,1.274,1.234,1.273333,1.273333,4440000
8/23/2010,1.272667,1.359333,1.266667,1.342,1.342,16321500
8/24/2010,1.283333,1.314,1.263333,1.28,1.28,10096500
8/25/2010,1.277333,1.332,1.237333,1.326667,1.326667,7549500
8/26/2010,1.326,1.351333,1.306667,1.316667,1.316667,6507000
8/27/2010,1.316667,1.324667,1.3,1.313333,1.313333,5694000
8/30/2010,1.313333,1.346,1.307333,1.324667,1.324667,10992000
8/31/2010,1.310667,1.319333,1.288667,1.298667,1.298667,3016500
9/1/2010,1.308,1.379333,1.306667,1.363333,1.363333,7423500
9/2/2010,1.358,1.416,1.354,1.404,1.404,7306500
9/3/2010,1.391333,1.42,1.377333,1.403333,1.403333,6519000
9/7/2010,1.374,1.4,1.366667,1.369333,1.369333,3651000
9/8/2010,1.377333,1.396667,1.373333,1.393333,1.393333,4326000
9/9/2010,1.4,1.403333,1.379333,1.380667,1.380667,5643000
9/10/2010,1.383333,1.395333,1.317333,1.344667,1.344667,5799000
9/13/2010,1.392667,1.393333,1.366667,1.381333,1.381333,5412000
9/14/2010,1.369333,1.44,1.368667,1.408,1.408,9820500
9/15/2010,1.398667,1.466667,1.386,1.465333,1.465333,10269000
9/16/2010,1.476667,1.544,1.389333,1.396,1.396,40267500
9/17/2010,1.401333,1.421333,1.32,1.348667,1.348667,17977500
9/20/2010,1.378,1.423333,1.344,1.404,1.404,14212500
9/21/2010,1.392667,1.436667,1.378,1.384667,1.384667,11940000
9/22/2010,1.391333,1.396667,1.32,1.324667,1.324667,14443500
9/23/2010,1.326,1.342667,1.3,1.304,1.304,10021500
9/24/2010,1.33,1.346,1.31,1.34,1.34,8683500
9/27/2010,1.36,1.387333,1.336667,1.368667,1.368667,6279000
9/28/2010,1.402667,1.432667,1.384,1.426667,1.426667,18217500
9/29/2010,1.412667,1.468667,1.408667,1.465333,1.465333,29539500
9/30/2010,1.466667,1.476667,1.346,1.360667,1.360667,32937000
10/1/2010,1.379333,1.383333,1.354,1.373333,1.373333,8965500
10/4/2010,1.362,1.411333,1.353333,1.399333,1.399333,9654000
10/5/2010,1.41,1.418667,1.400667,1.408,1.408,4980000
10/6/2010,1.404,1.417333,1.354667,1.364,1.364,4701000
10/7/2010,1.371333,1.376,1.356,1.362,1.362,2115000
10/8/2010,1.362,1.386,1.359333,1.362,1.362,4017000
10/11/2010,1.362667,1.38,1.338,1.349333,1.349333,2568000
10/12/2010,1.346667,1.352,1.335333,1.349333,1.349333,3660000
10/13/2010,1.376,1.39,1.357333,1.369333,1.369333,4773000
10/14/2010,1.4,1.402,1.36,1.383333,1.383333,4422000
10/15/2010,1.392667,1.393333,1.35,1.369333,1.369333,4270500
10/18/2010,1.368,1.376,1.348,1.348667,1.348667,2442000
10/19/2010,1.346667,1.360667,1.333333,1.336667,1.336667,3678000
10/20/2010,1.344,1.379333,1.336,1.376667,1.376667,4687500
10/21/2010,1.374,1.396667,1.363333,1.383333,1.383333,6256500
10/22/2010,1.378667,1.395333,1.37,1.381333,1.381333,2416500
10/25/2010,1.396,1.398667,1.382,1.39,1.39,1777500
10/26/2010,1.386667,1.458,1.367333,1.424,1.424,9913500
10/27/2010,1.416667,1.425333,1.376667,1.4,1.4,5347500
10/28/2010,1.426,1.433333,1.397333,1.412667,1.412667,3363000
10/29/2010,1.409333,1.456667,1.403333,1.456,1.456,4209000
11/1/2010,1.462667,1.516667,1.420667,1.427333,1.427333,6837000
11/2/2010,1.445333,1.458667,1.403333,1.416667,1.416667,4837500
11/3/2010,1.418667,1.5,1.410667,1.451333,1.451333,5589000
11/4/2010,1.506667,1.688667,1.476667,1.66,1.66,28110000
11/5/2010,1.658,1.664667,1.581333,1.629333,1.629333,15165000
11/8/2010,1.633333,1.666667,1.602,1.665333,1.665333,7642500
11/9/2010,1.666667,1.712667,1.603333,1.642,1.642,14346000
11/10/2010,1.632,1.998,1.603333,1.957333,1.957333,45907500
11/11/2010,1.906667,1.94,1.822,1.869333,1.869333,29179500
11/12/2010,1.883333,2.033333,1.871333,1.989333,1.989333,40936500
11/15/2010,2.014667,2.196,2.014667,2.053333,2.053333,39343500
11/16/2010,2.066667,2.093333,1.894667,1.978,1.978,20214000
11/17/2010,2.013333,2.05,1.907333,1.966,1.966,11250000
11/18/2010,2.044667,2.049333,1.928,1.992667,1.992667,14341500
11/19/2010,2.010667,2.091333,1.98,2.066,2.066,17257500
11/22/2010,2.104667,2.23,2.1,2.226667,2.226667,22945500
11/23/2010,2.219333,2.378667,2.146,2.304667,2.304667,23667000
11/24/2010,2.351333,2.398,2.288667,2.364667,2.364667,21375000
11/26/2010,2.373333,2.4,2.316667,2.354667,2.354667,5259000
11/29/2010,2.360667,2.396667,2.222,2.288667,2.288667,17184000
11/30/2010,2.249333,2.355333,2.227333,2.355333,2.355333,33339000
12/1/2010,2.391333,2.428,2.23,2.29,2.29,19488000
12/2/2010,2.267333,2.286667,2.08,2.156667,2.156667,30105000
12/3/2010,2.134,2.15,2.058,2.099333,2.099333,17401500
12/6/2010,2.09,2.096667,1.970667,2.020667,2.020667,19116000
12/7/2010,2.032667,2.16,2.003333,2.104,2.104,19669500
12/8/2010,2.165333,2.166,2.101333,2.158,2.158,9900000
12/9/2010,2.167333,2.181333,2.11,2.136667,2.136667,6090000
12/10/2010,2.136667,2.194667,2.075333,2.101333,2.101333,6441000
12/13/2010,2.109333,2.118,2.026667,2.036667,2.036667,6156000
12/14/2010,2.019333,2.026,1.850667,1.902,1.902,26485500
12/15/2010,1.911333,1.998,1.902,1.973333,1.973333,11143500
12/16/2010,2,2.060667,1.976667,2.054,2.054,11851500
12/17/2010,2.089333,2.102667,2.047333,2.090667,2.090667,12195000
12/20/2010,2.109333,2.146,2.084,2.113333,2.113333,7851000
12/21/2010,2.12,2.179333,2.114,2.150667,2.150667,11665500
12/22/2010,2.15,2.190667,2.113333,2.175333,2.175333,12499500
12/23/2010,2.084,2.165333,1.994667,2.006,2.006,23289000
12/27/2010,1.868,1.905333,1.670667,1.703333,1.703333,139528500
12/28/2010,1.723333,1.783333,1.666667,1.760667,1.760667,60844500
12/29/2010,1.802,1.867333,1.766667,1.848667,1.848667,49788000
12/30/2010,1.846667,1.86,1.758667,1.766667,1.766667,30616500
12/31/2010,1.771333,1.816667,1.766667,1.775333,1.775333,21268500
1/3/2011,1.789333,1.8,1.726667,1.774667,1.774667,19245000
1/4/2011,1.777333,1.796667,1.734667,1.778,1.778,17811000
1/5/2011,1.765333,1.793333,1.746,1.788667,1.788667,21700500
1/6/2011,1.788667,1.866667,1.787333,1.858667,1.858667,30918000
1/7/2011,1.866667,1.905333,1.86,1.882667,1.882667,33718500
1/10/2011,1.878,1.912,1.87,1.896667,1.896667,20140500
1/11/2011,1.906,1.914,1.794667,1.797333,1.797333,25653000
1/12/2011,1.800667,1.826667,1.768,1.797333,1.797333,14466000
1/13/2011,1.797333,1.798,1.744,1.748,1.748,10854000
1/14/2011,1.743333,1.772,1.707333,1.716667,1.716667,17880000
1/18/2011,1.698667,1.709333,1.65,1.709333,1.709333,24325500
1/19/2011,1.684667,1.698,1.583333,1.602,1.602,35572500
1/20/2011,1.602,1.63,1.491333,1.508,1.508,34198500
1/21/2011,1.541333,1.572667,1.514,1.536,1.536,18255000
1/24/2011,1.568667,1.654,1.548667,1.632667,1.632667,24676500
1/25/2011,1.643333,1.659333,1.601333,1.645333,1.645333,19072500
1/26/2011,1.647333,1.658667,1.606667,1.65,1.65,16198500
1/27/2011,1.649333,1.672,1.635333,1.661333,1.661333,13435500
1/28/2011,1.658667,1.658667,1.583333,1.600667,1.600667,15726000
1/31/2011,1.603333,1.608,1.566667,1.606667,1.606667,12454500
2/1/2011,1.620667,1.648667,1.569333,1.594,1.594,10617000
2/2/2011,1.610667,1.612,1.578,1.596,1.596,8542500
2/3/2011,1.588,1.593333,1.543333,1.575333,1.575333,7680000
2/4/2011,1.562667,1.578,1.548,1.564,1.564,8160000
2/7/2011,1.550667,1.550667,1.525333,1.538,1.538,13426500
2/8/2011,1.585333,1.683333,1.533333,1.632667,1.632667,52573500
2/9/2011,1.608667,1.612,1.519333,1.547333,1.547333,39534000
2/10/2011,1.550667,1.576,1.520667,1.548,1.548,12541500
2/11/2011,1.55,1.583333,1.529333,1.55,1.55,9517500
2/14/2011,1.576,1.609333,1.536667,1.538667,1.538667,19246500
2/15/2011,1.534,1.544667,1.504,1.522667,1.522667,14305500
2/16/2011,1.54,1.664667,1.538,1.648667,1.648667,61726500
2/17/2011,1.642,1.699333,1.57,1.573333,1.573333,39276000
2/18/2011,1.555333,1.566,1.530667,1.545333,1.545333,35560500
2/22/2011,1.525333,1.533333,1.452,1.458,1.458,30969000
2/23/2011,1.478667,1.5,1.407333,1.455333,1.455333,24084000
2/24/2011,1.452,1.505333,1.433333,1.502,1.502,15829500
2/25/2011,1.520667,1.59,1.512667,1.574,1.574,20194500
2/28/2011,1.582667,1.606667,1.566667,1.592667,1.592667,15768000
3/1/2011,1.603333,1.621333,1.58,1.596,1.596,16596000
3/2/2011,1.588,1.618667,1.582,1.601333,1.601333,9949500
3/3/2011,1.632,1.652667,1.604,1.624,1.624,9603000
3/4/2011,1.632,1.666,1.585333,1.663333,1.663333,23701500
3/7/2011,1.662,1.693333,1.646667,1.662667,1.662667,30504000
3/8/2011,1.64,1.664,1.6,1.644,1.644,20998500
3/9/2011,1.644,1.666,1.618,1.648,1.648,13872000
3/10/2011,1.629333,1.632667,1.582,1.600667,1.600667,15255000
3/11/2011,1.59,1.616667,1.568667,1.604667,1.604667,13962000
3/14/2011,1.588,1.6,1.546667,1.55,1.55,17490000
3/15/2011,1.48,1.530667,1.453333,1.53,1.53,19782000
3/16/2011,1.524,1.55,1.512667,1.521333,1.521333,17545500
3/17/2011,1.549333,1.562,1.509333,1.520667,1.520667,13839000
3/18/2011,1.546,1.546,1.500667,1.530667,1.530667,10318500
3/21/2011,1.536667,1.536667,1.502667,1.515333,1.515333,6175500
3/22/2011,1.515333,1.524,1.466667,1.479333,1.479333,8743500
3/23/2011,1.474,1.484667,1.451333,1.480667,1.480667,6342000
3/24/2011,1.476,1.492,1.465333,1.488667,1.488667,6933000
3/25/2011,1.495333,1.533333,1.493333,1.516667,1.516667,8520000
3/28/2011,1.513333,1.569333,1.503333,1.55,1.55,15871500
3/29/2011,1.553333,1.6,1.547333,1.594667,1.594667,11331000
3/30/2011,1.607333,1.632667,1.534,1.580667,1.580667,18349500
3/31/2011,1.77,1.914,1.766667,1.85,1.85,172767000
4/1/2011,1.83,1.878667,1.771333,1.777333,1.777333,42972000
4/4/2011,1.788667,1.8,1.682,1.722,1.722,39139500
4/5/2011,1.726667,1.8,1.712667,1.78,1.78,47713500
4/6/2011,1.799333,1.800667,1.72,1.766,1.766,19324500
4/7/2011,1.79,1.862667,1.763333,1.816,1.816,42154500
4/8/2011,1.838667,1.84,1.757333,1.766,1.766,29196000
4/11/2011,1.764667,1.768667,1.668,1.684667,1.684667,20541000
4/12/2011,1.672,1.680667,1.62,1.643333,1.643333,20361000
4/13/2011,1.675333,1.712667,1.654,1.662,1.662,18172500
4/14/2011,1.658,1.685333,1.613333,1.676,1.676,14751000
4/15/2011,1.71,1.745333,1.694,1.705333,1.705333,14152500
4/18/2011,1.675333,1.708,1.624,1.668667,1.668667,15508500
4/19/2011,1.684,1.684,1.643333,1.677333,1.677333,8230500
4/20/2011,1.713333,1.739333,1.686667,1.716667,1.716667,12558000
4/21/2011,1.723333,1.798667,1.706,1.782667,1.782667,20791500
4/25/2011,1.78,1.782,1.731333,1.759333,1.759333,12013500
4/26/2011,1.777333,1.816667,1.754,1.795333,1.795333,21000000
4/27/2011,1.795333,1.824,1.775333,1.805333,1.805333,14953500
